,set_num,name,year,theme_id,num_parts
18612,GCGAME-3,Star Wars: The Video Game - Gamecube,2005,501,0
18613,GHOST-1,Ghost,2019,410,21
18614,GIANTS2015-1,Baseball Player,2015,598,38
18615,GIANTS2016-1,Lou Seal,2016,598,60
18616,GINGERBREADHOUSE-1,Gingerbread House,2020,227,58
18617,GINGERORNAMENT-1,Gingerbread Man Ornament,2020,227,72
18618,GLADIATOR-1,Ancient Rome Comes Back To Life,2020,598,9
18619,Glasgow-1,"LEGO Store Grand Opening Exclusive Set, Glasgow UK",2013,408,15
18620,Glendale-1,"LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale AZ",2010,408,140
18621,GMRACER1-1,Truck,2009,501,4
18622,GMRACER2-1,Race Car,2009,501,4
18623,GMRACER3-1,Race Car,2009,501,4
18624,GMRACER4-1,Race Car,2009,501,4
18625,GMRACER5-1,Race Car,2009,501,4
18626,GMRACER6-1,Police Car,2009,501,4
18627,GREENDRAGON-1,Green Dragon,2017,616,35
18628,GREETINGCARD-1,Personalised Greeting Card,2021,598,0
18629,HANOVER-1,"LEGO Store Grand Opening Exclusive Set, Arundel Mills, Hanover, MD",2009,408,69
18630,HARLEY-1,Harley-Davidson Mini Motorcycle,2019,673,71
18631,HEART-1,Heart,2022,232,34
18632,HEROICABOX-1,Heroica Gift Box with 4 Games - Limited Edition,2011,502,0
18633,HOBBIT-1,The Hobbit - An Unexpected Journey (Blu-Ray + DVD + Digital),2013,501,4
18634,HOLIDAYORNAMENT-1,Holiday Ornament,2020,227,96
18635,Honolulu-1,"LEGO Store Grand Opening Exclusive Set, Ala Moana Center, Honolulu, HI",2009,408,85
18636,HOTDOGTRUCK-1,Hot Dog Truck,2020,52,77
18637,HOUSTON-1,Space Shuttle,2008,408,65
18638,Houston-2,"LEGO Store Grand Opening Exclusive Set, The Galleria, Houston, TX",2010,408,143
18639,Houston-3,"LEGO Store Grand Opening Exclusive Set, The Woodlands Mall, Houston, TX",2012,408,15
18640,HPANGLIA-1,Harry Potter Ford Anglia,2018,246,61
18641,HPEXPRESS-1,Harry Potter Hogwarts Express,2018,246,46
18642,HPG01-1,Harry Potter Gallery 1,2002,246,20
18643,HPG02-1,Harry Potter Gallery 2,2002,246,17
18644,HPG03-1,Harry Potter Gallery 3,2002,246,23
18645,HPG04-1,Harry Potter Gallery 4,2002,246,23
18646,HPMAGICWAND-1,Harry Potter Magic Wand,2018,246,18
18647,HPWAND-1,Harry Potter Wand,2018,246,26
18648,HUBBLEMOSAIC-1,Hubble Image Mosaic,2021,301,179
18649,ICECREAMTRUCK-1,Ice Cream Truck,2020,494,60
18650,iFountain-1,iFountain (Lego / Coca-Cola Employee Exclusive),2001,301,331
18651,IKEAKIT-1,BYGGLEK Children Kit,2021,501,0
18652,INDEPENDENCEHALL-1,Independence Hall,2015,598,68
18653,Indianapolis-1,"LEGO Store Grand Opening Exclusive Set, Castleton Square, Indianapolis, IN",2011,408,15
18654,ITBH-1,Nonnie - Inside Tour 2017 Edition,2017,610,0
18655,JEFFERSONMEMORIAL-1,Jefferson Memorial,2015,598,50
18656,JELLYFISH-1,Flying Jelly Sub,2018,616,0
18657,JUMPROPE-1,Ninjago LED Jump Rope,2020,501,0
18658,K10001-1,Metroliner Kit,2001,236,0
18659,K10020-1,Santa Fe Starter Kit,2002,236,0
18660,K10022-1,Santa Fe Train Kit,2002,236,0
18661,K10039-1,LEGO Legend Castle Collection,2003,186,0
18662,K10041-1,LEGO Town Kit,2003,94,0
18663,K10068-1,Holiday Kit,2002,227,0
18664,K10079-1,Holiday Decoration II,2003,227,0
18665,K10124-1,Ultimate Plane Kit,2003,673,0
18666,K10131-1,Battle of Yavin Collection,2004,158,0
18667,K10145-1,Mouse Hole Kit,2005,254,0
18668,K10158-1,Deluxe High Speed Train Collection,2005,105,0
18669,K10176-1,Classic Castle,2006,197,0
18670,K10194-1,Emerald Night Collection,2009,673,0
18671,K1062-1,Road Safety Kit,1981,533,138
18672,K1376-1,Spider-Man Adventure Kit,2003,706,0
18673,K1383-1,Scary Monster Madness Kit,2002,273,0
18674,K2159-1,Holiday Train Starter Collection,2006,673,29
18675,K3300-1,Island of Sodor Collection,2007,631,0
18676,K3354-1,Complete Thomas Collection,2006,631,0
18677,K3409-1,Ultimate Soccer Stadium Kit,2000,462,0
18678,K3433-1,Ultimate NBA Arena Kit,2004,459,0
18679,k34431-1,Lego Mosaic Cat,2003,277,2127
18680,k34432-1,Lego Mosaic Dino,2003,277,2847
18681,k34433-1,Lego Mosaic Johnny Thunder,2003,277,2127
18682,K34434-1,Mosaic Tiger,2003,277,2217
18683,K3451-1,Famous Planes Kit,2002,673,0
18684,K3538-1,Snowboard Cross Race Kit,2003,460,0
18685,K3731-1,3D Pumpkin Pack Kit,2000,230,0
18686,K3801-1,RIS 2.0 Builders Kit,2003,260,0
18687,K4103-1,Creator Bucket bundled with 4782 (TRU Exclusive),2005,674,0
18688,K4346-1,X-Pod Kit,2004,478,0
18689,K4415-1,X-Pod Creator Collection,2006,478,0
18690,K4479-1,TIE Bomber & TIE Fighter Kit,2003,158,0
18691,K4480-1,Jabba's Palace Kit,2003,158,0
18692,K4482-1,Episode II Final Scene Kit,2003,158,0
18693,K4487-1,Star Wars Miniatures Kit I,2003,158,0
18694,K4488-1,Star Wars Miniatures Kit II,2003,158,0
18695,K4492-1,Star Wars Miniatures Kit III,2004,158,0
18696,K4511-1,Passenger Train Kit,2003,105,0
18697,K4512-1,Cargo Train Kit,2003,105,0
18698,K4515-1,Ultimate Track Kit,1992,236,0
18699,K4516-1,Oval Track Kit,1992,236,0
18700,K4519-1,Cross Track Kit,1992,236,0
18701,K4520-1,Special Track Kit,1992,236,0
18702,K4531-1,Deluxe Track Kit,1992,236,0
18703,K4548-1,9-volt Train Accessory Collection,2007,236,0
18704,K4609-1,Jack Stone Fire Rescue Kit,2001,280,0
18705,K4611-1,Jack Stone Police Rescue Kit,2001,280,0
18706,K4612-1,Jack Stone Kit,2002,280,0
18707,K4701-1,Chamber of Secrets Kit,2002,246,0
18708,K4706-1,Sorcerers Stone Kit,2002,246,0
18709,K4729-1,Deluxe Hogwarts Kit,2003,246,0
18710,K4751-1,Marauder's Map Kit,2004,246,0
18711,K4755-1,Knight Bus Collection,2004,246,0
18712,K4852-1,Spider-Man Movie Kit,2003,706,0
18713,K4915-1,Mini Pods Collection,2006,672,0
18714,K5300-1,Train Accessories Kit,2003,236,0
18715,K5613-1,City Fire Station Collection,2008,58,0
18716,K5850-1,Belville Kit,2003,318,0
18717,K5858-1,The Golden Palace Collection,2003,318,0
18718,K5862-1,Flower Fairy Party Collection,2003,318,0
18719,K5974-1,Space Police Collection,2009,141,0
18720,K6243-1,Big Pirates Collection,2009,153,0
18721,K6290-1,Classic Pirates Kit,2001,148,0
18722,K6762-1,Western Kit,2002,475,0
18723,K7000-1,Dinosaurs Kit,2001,386,0
18724,K7029-1,Complete Castle Collection,2007,193,0
18725,K7035-1,World City Police Kit,2003,105,0
18726,K7094-1,Castle Collection US version,2007,193,0
18727,K7153-1,Episode II Ultimate Action Kit,2002,158,0
18728,K7204-1,Jedi Adventure Kit,2002,158,0
18729,K720x-1,Story Teller Pack,2002,158,0
18730,K7283-1,V-wing Space Battle Collection,2005,158,0
18731,K7317-1,Life on Mars Kit,2001,135,0
18732,K7417-1,Orient Expedition in Mount Everest Kit,2003,300,0
18733,K7418-1,Orient Expedition in India Kit,2003,300,0
18734,K7419-1,Orient Expedition in China Kit,2003,300,0
18735,K7422-1,Orient Expedition World Travel Kit,2003,300,0
18736,K7467-1,Space Exploration Kit,2003,387,0
18737,K7471-1,Discovery Space Kit,2003,387,0
18738,K7623-1,Indiana Jones Classic Adventures Collection,2008,264,0
18739,K7690-1,Mars Mission Collection,2008,137,0
18740,K7699-1,Complete Mars Mission Collection,2007,137,0
18741,K7734-1,Cargo Transport Collection,2008,54,0
18742,K7741-1,City Police Collection,2009,61,0
18743,K7744-1,Ultimate City Police Collection,2008,61,0
18744,K7775-1,Complete Aqua Raiders Collection,2007,310,0
18745,K7776-1,Ultimate Aqua Raiders Collection,2007,310,0
18746,K7890-1,Rescue Collection,2007,60,0
18747,K7894-1,City Airport Collection,2007,53,0
18748,K7895-1,Oval Track for RC Trains,2006,66,0
18749,K7896-1,Deluxe Track for RC Trains,2006,66,0
18750,K7906-1,Ultimate Firefighter Collection,2007,58,0
18751,K7945-1,Firefighter Collection,2007,58,0
18752,K8008-1,Darth Vader / Stormtrooper Kit,2002,18,0
18753,K8102-1,Humans vs. Robots Battle Machine Collection,2007,389,0
18754,K8107-1,Golden City Collection,2009,389,0
18755,K8111-1,Battle Machine Collection,2008,389,0
18756,K8130-1,Tiny Turbo III Collection,2007,112,0
18757,K8148-1,Mini Racers Collection,2008,112,0
18758,K8310-1,Galidor Defender Kit,2002,685,0
18759,K8355-1,Twin Powered Street Racer Kit,2003,112,0
18760,K8358-1,Night Sprinter Kit,2003,112,0
18761,K8362-1,Ferrari Collection,2004,114,0
18762,K8371-1,Twin Powered Street Racer Kit 2,2003,112,0
18763,K8380-1,All-Terrain Racers Collection,2003,112,0
18764,K8381-1,High-Speed Racers Collection,2003,112,0
18765,K8383-1,Off-Road Racers Collection,2003,112,0
18766,K8533-1,Find the Power BIONICLE Kit,2001,324,0
18767,K8563-1,Bohrok Swarm Kit,2002,324,0
18768,K8564-1,Ultimate Bohrok Swarm Kit,2002,324,0
18769,K8566-1,Toa Nuva Hero Kit,2003,324,0
18770,K8572-1,Toa Nuva Kit,2003,324,0
18771,K8573-1,Bohrok-Kal Kit,2003,324,0
18772,K8578-1,Ultimate Bohrok-Kal Kit,2003,324,0
18773,K8586-1,Matoran Villagers Kit,2003,324,0
18774,K8587-1,Rahkshi Set (Panrahk and Kurahk),2003,324,0
18775,K8588-1,Ultimate Rahkshi Kit,2003,324,0
18776,K8590-1,Rahkshi Kaita Vo Kit,2003,324,0
18777,K8591-1,Rahkshi Kit (Panrahk and Vorahk),2003,324,0
18778,K8592-1,Rahkshi Kaita Za Kit,2003,324,0
18779,K8596-1,Takutanuva Kit,2003,324,0
18780,K8603-1,Toa Metru Legends Kit,2004,324,0
18781,K8605-1,Toa Metru Kit I,2004,324,0
18782,K8606-1,Toa Metru Kit II,2004,324,0
18783,k8612-1,Metru Nui Matoran Kit,2004,324,0
18784,K8614-1,Vahki Kit,2004,324,0
18785,K8615-1,Vahki Enforcers Kit (8614 & 8615),2004,324,0
18786,K8645-1,Slammer Propeller Hotrod,2005,112,0
18787,K8647-1,Dual-Engine Truck,2005,112,0
18788,K8667-1,Pullback Racer Collection,2006,112,0
18789,K8672-1,Ferrari Racing Collection,2006,114,0
18790,K8685-1,Phantoka Collection,2008,324,0
18791,K8688-1,Mistika Collection,2008,324,0
18792,K8725-1,Matoran of Voya Nui Collection (8721 8722 8723 8724 8725 8726),2006,324,0
18793,K8727-1,Toa Inika Collection (8727 8728 8729 8730 8731 8732),2006,324,0
18794,K8741-1,Toa Hordika Deluxe Collection (8736 8737 8738 8739 8740 8741),2005,324,0
18795,K8747-1,Visorak Collection (8742 8743 8744 8745 8746 8747),2005,324,0
18796,K8755-1,Titans Collection (8755 8756 8761),2005,324,0
18797,K8761-1,The Shadowed One (LEGO Club Members Exclusive),2005,324,235
18798,K8764-1,Warriors of Voya Nui Collection,2006,324,0
18799,K8882-1,Power Functions Train Accessories Pack,2009,438,0
18800,K8900-1,Piraka Collection (8900 8901 8902 8903 8904 8905),2006,324,0
18801,K8915-1,Toa Mahri Collection,2007,324,0
18802,K8916-1,Barraki Collection,2007,324,0
18803,K8924-1,Titans of Mahri Nui Collection,2007,324,0
18804,K8927-1,Mahri Nui Deepsea Collection,2007,341,0
18805,K8929-1,Matoran of Mahri Nui Collection,2007,324,0
18806,K8942-1,Ultimate BIONICLE Collection,2008,324,0
18807,K8944-1,Matoran of Light Collection,2008,324,0
18808,K8956-1,Power Miners Collection,2009,439,0
18809,K8978-1,Bionicle Glatorian Collection,2009,324,0
18810,K9833-1,Rechargeable Battery Set,2007,259,0
18811,K9833-2,Rechargeable Battery Set (AC Adapter 230V - 10V Transformer),2006,259,0
18812,K9916-1,Robotics Invention System Kit,2003,260,0
18813,KABAYA-1,Kabaya 4-Pack,2000,559,0
18814,KABBASIC-1,Kabaya Basic 4-Pack,2000,468,0
18815,KABBION1-1,Bionicle Turaga Kabaya 4-Pack,2001,324,0
18816,KABBION2-1,Bionicle Va Kabaya 4-Pack,2002,324,0
18817,KABCREAT-1,Creator 4-Pack,2001,674,0
18818,KABDINO-1,Dino Island 4-Pack,2000,298,0
18819,KABEXTREME-1,Kabaya Extreme Team 4-Pack,1999,87,0
18820,Kabinsect-1,Insectoids 4-Pack,1999,134,0
18821,KABKK-1,Knight's Kingdom 4-Pack,2000,197,0
18822,kabmars-1,Life on Mars 4-Pack,2001,135,0
18823,KABNINJA-1,Kabaya Ninja 4-Pack,1999,434,0
18824,KABORIENT-1,Orient Expedition 3-Pack,2003,300,0
18825,kabrace-1,Race 4-Pack,2001,91,0
18826,KABROBO-1,Kabaya RoboRiders 4-Pack,2000,16,0
18827,kabrock-1,Rock Raiders 4-Pack,2000,442,0
18828,KABSOCCER-1,Kabaya Soccer 3-Pack,2002,462,0
18829,KABSPACE-1,Kabaya Space Port 4-Pack,1999,93,0
18830,kabstud-1,Studios 4-Pack,2001,273,0
18831,KABTEC-1,Kabaya Technic Vehicle 4-Pack,1999,1,0
18832,KANOHI-KRANA-1,Dummy Set for 8598-1 Kanohi Nuva & Krana Pack,2002,324,132
18833,KANOHI-MASK-1,Dummy Set for 8525-1 Kanohi Mask Pack - US Version,2001,324,92
18834,KANOHI-MASK-2,Dummy Set for 8530-1 Kanohi Mask Pack - Non-US Version,2001,324,92
18835,KANOKA-1,Dummy Set for 8613-1 Kanoka Disk Launcher Pack,2004,324,62
18836,KB565-1,RIS 2.0 Basics Kit,2004,260,1
18837,KC02-1,UFO Alien Key Chain,1997,503,0
18838,KC021-1,Paradisa Female with Horse Top Key Chain,1997,503,0
18839,KCCHP-1,Coca Cola Harry Potter Gift Set,2002,246,0
18840,KEYLIGHT-1,Zombie Key Light,2018,503,0
18841,KEYLIGHT-2,Lord Vampyre Key Light,2018,503,0
18842,KEYLIGHT-3,I Love LEGOLAND Key Light (Male),2021,503,0
18843,KEYLIGHT-4,I Love LEGOLAND Key Light (Female),2021,503,0
18844,KEYLIGHT-5,Stormtrooper Holiday Key Light,2020,503,0
18845,KEYLIGHT-6,Darth Vader Holiday Key Light,2020,503,0
18846,KEYLIGHT-7,BB-9E Key Light,2017,503,0
18847,KFruit-1,Fruit Set - Hong Kong Lego Show Promotional,2007,22,0
18848,KingofPrussia-1,"LEGO Store Grand Opening Exclusive Set, King of Prussia Mall, PA",2008,408,66
18849,KK2VP1-1,Danju / Vladek Bonus Pack,2004,198,1
18850,KK2VP2-1,Jayko / Vladek Bonus Pack,2004,198,1
18851,KK2VP3-1,Rascus / Santis Bonus Pack,2004,198,1
18852,kkchrome-1,Knight's Kingdom Chrome Series (complete set),2000,197,0
18853,KLLCA21-1,Santa with Reindeer and Sleigh (Legoland California),2005,227,0
18854,KNIGHTBUS-1,Knight Bus,2019,246,35
18855,KP3101-1,Limited Edition Pen Set,2005,501,0
18856,KRAATA-1,Dummy Set for Kraata,2003,324,258
18857,KRANA-NUVA-1,Dummy Set for 8597-1 Krana Nuva,2002,324,132
18858,KSB28-1,BrickMaster Sample Magazine,2008,501,0
18859,KT103-1,Large Train Engine Blue,2001,236,0
18860,KT104-1,Large Train Engine Green,2001,236,0
18861,KT105-1,Large Train Engine Black,2001,236,0
18862,KT106-1,Large Train Engine Brown,2001,236,0
18863,KT107-1,Large Train Engine Gray,2001,236,0
18864,KT203-1,Large Train Engine with Tender Blue,2001,236,0
18865,KT204-1,Large Train Engine with Tender Green,2001,236,0
18866,KT205-1,Large Train Engine with Tender Black,2001,236,0
18867,KT206-1,Large Train Engine with Tender Brown,2001,236,0
18868,KT207-1,Large Train Engine with Tender Gray,2001,236,0
18869,KT303-1,Small Train Engine Blue,2001,236,0
18870,KT304-1,Small Train Engine Green,2001,236,0
18871,KT305-1,Small Train Engine Black,2001,236,0
18872,KT306-1,Small Train Engine Brown,2001,236,0
18873,KT307-1,Small Train Engine Gray,2001,236,0
18874,KT403-1,Small Train Engine with Tender Blue,2001,236,0
18875,KT404-1,Small Train Engine with Tender Green,2001,236,0
18876,KT405-1,Small Train Engine with Tender Black,2001,236,0
18877,KT406-1,Small Train Engine with Tender Brown,2001,236,0
18878,KT407-1,Small Train Engine with Tender Gray,2001,236,0
18879,KTR01-1,Classic Train Kit,2001,236,0
18880,KTR02-1,Large Classic Train Kit,2001,236,0
18881,KTR04-1,Large Classic Train Kit with Speed Regulator,2003,236,0
18882,LADYBIRD2-1,Atlantis: The Quest For The Lost City - Activity Book,2010,497,4
18883,LANYARD1-1,Minifigure Heads Lanyard,2020,501,0
18884,LASVEGAS-1,Grand Opening LEGO Store Las Vegas,2014,408,13
18885,ldd3-1,LEGO Digital Designer Promo,2009,598,3
18886,Leeds-1,"LEGO Store Grand Opening Exclusive Set, Leeds, UK",2013,408,16
18887,legobricks-1,Bricks Box,1958,366,2
18888,LEGO-Build-a-Mini-0,Build-A-Minifigure Station Exclusive Parts,2018,408,18
18889,LEGO-Build-a-Mini-1,2018 Build-A-Minifigure Station Exclusive Parts,2018,408,3
18890,LEGO-Build-a-Mini-2,2019 Build-A-Minifigure Station Exclusive Parts,2019,408,38
18891,LEGO-Build-a-Mini-3,2020 Build-A-Minifigure Station Exclusive Parts,2020,408,22
18892,LEGO-Build-a-Mini-4,2021 Build-A-Minifigure Station Exclusive Parts,2021,408,32
18893,LEGO-Build-a-Mini-5,2022 Build-A-Minifigure Station Exclusive Parts,2022,408,41
18894,LEGO-Classic-1,Unused par﻿ts sold by LEGO betwe﻿en 1945 and 1965,1965,408,1
18895,LEGO-Land-1,Unused parts from LEGOLAND(s),2006,408,199
18896,LEGO-Modulex-1,Unused Modulex parts sold by LEGO,1963,716,276
18897,LEGO-Pick-a-Brick-1,Unused parts sold at modern LEGO Pick-a-Brick,2019,408,11
18898,LEGO-Store-1,Unused parts sold by the LEGO Store(s),2019,408,28
18899,LEGOSTORE100-1,"LEGO Store 100th LEGO Store Grand Opening Set, White Plains, NY, June 28-30, 2013",2013,408,5
18900,LEGO-System-1,Un﻿used parts sold by LEG﻿O between 1966 and 200﻿0,2000,408,6
18901,LEGOWORLD-DUMMY-1,Dummy Set for LEGO World Letter Tiles,2013,301,39
18902,LESTER-1,Lester (LEGO Store Leicester Square Grand Opening Version),2016,408,4
18903,lfv1-1,Le Fleuriste Collector Vase - Rapid Flore Pop Color,2010,301,352
18904,lfv2-1,Le Fleuriste Collector Vase - Happy,2010,301,297
18905,lfv3-1,Le Fleuriste Collector Vase - Monceau Fleurs Blue Chic,2010,301,350
18906,LGO6715-1,The LEGO Movie: Brick Erasers Set,2015,501,0
18907,LHGO-1,LEGO House Grand Opening,2017,599,26
18908,LIBERTYBELL-1,Liberty Bell,2015,598,40
18909,LIFECEREAL-1,Puppet Set,1969,598,92
18910,Lightbulb-1,Celebrating Moments That CLICK Light Bulb,2009,301,57
18911,Lille-1,"LEGO Store Grand Opening Exclusive Set, Euralille, Lille, France",2013,408,16
18912,LINCOLNMEMORIAL-1,Lincoln Memorial,2015,598,58
18913,LIT2005-1,LECA Automobile,2005,599,0
18914,LIT2007-1,Market Street (LEGO Inside Tour Version),2007,599,1250
18915,LIT2009-1,Ole Kirk's House (LEGO Inside Tour Version),2009,599,910
18916,Liverpool-1,LEGO Store Grand Opening Exclusive Set Liverpool UK,2011,408,12
18917,LLBUS-1,Bus (Legoland Deutschland),2002,425,45
18918,LLCA03-1,Pelican Sculpture,2000,425,83
18919,LLCA04-1,Toy Soldier (Legoland California),2003,425,171
18920,LLCA07-1,"Holiday Gift Box (Red Box, Yellow Trim With Removable Top) (Legoland California)",2001,425,108
18921,LLCA08-1,LEGO Heart (Legoland California),2004,425,58
18922,llca10-1,Dragon Sculpture (Legoland California),2000,425,70
18923,llca12-1,3D Witch,2004,230,103
18924,LLCA13-1,Trumpet (Legoland California),2004,425,178
18925,llca21-1,Sitting Santa (Legoland California),2005,227,42
18926,llca22-1,Santa's Sleigh (Legoland California),2005,227,76
18927,llca23-1,Reindeer (Legoland California),2005,227,72
18928,LLCA24-1,"Las Vegas Skyline, Pyramid (LLCA Ambassador Pass Exclusive)",2005,425,103
18929,LLCA25-1,"Las Vegas Skyline, Eiffel Tower (LLCA Ambassador Pass Exclusive)",2005,425,151
18930,LLCA26-1,"Golf Bag, Balls & Clubs (Legoland California)",2006,425,112
18931,llca27-1,Legoland Pirate with Parrot (Legoland California),2006,425,70
18932,LLCA29-1,Pirate Treasure Chest Bank (LLCA Ambassador Pass Exclusive),2006,425,215
18933,LLCA30-1,Pirate Ship Diorama (LLCA Ambassador Pass Exclusive),2006,425,127
18934,LLCA31-1,Tree Frog Sculpture (LLCA Ambassador Pass Exclusive),2007,425,90
18935,llca34-1,Sarcophagus (LLCA Ambassador Pass Exclusive),2008,425,181
18936,llca35-1,Obelisk (LLCA Ambassador Pass Exclusive),2008,425,100
18937,LLCA51-1,Legoland California 10th Birthday Cupcake Box (LLCA Ambassador Pass Exclusive),2009,425,92
18938,LLCA52-1,Sand Castle - Ambassador Class 2010 (LLCA Ambassador Pass Exclusive),2010,425,229
18939,LLCA53-1,Han Solo on his Tauntaun,2011,158,337
18940,LLCABR1-1,Hau Mask - Green Brick,2001,324,168
18941,LLCABR2-1,Hau Mask - Blue Brick,2001,324,168
18942,LLCABR3-1,Hau Mask - Red Brick,2001,324,168
18943,LLCAPUM1-1,Build N Buy Pumpkin (Happy),2002,230,31
18944,LLCAPUM2-1,Build N Buy Pumpkin (Sad),2002,230,29
18945,LL-D2007,Roadster (Legoland Deutschland),2007,425,65
18946,LLKING-1,King (Legoland Deutschland),2003,425,59
18947,LLMAGNET-1,LEGOLAND Billund 2020 Magnet,2020,501,0
18948,LLOlli-1,"Dragon Sculpture, Ollie (LEGOLAND Deutschland Version)",2002,425,51
18949,LLPlane-1,Airplane [Legoland Deutschland],2002,425,25
18950,LLSHIP-1,Pirate Ship,2018,425,152
18951,LLSWAN-1,Swan (Legoland Deutschland),2003,425,72
18952,LMG001-1,LEGO Japan Small Duck,2003,301,8
18953,LMG002-1,LEGO Japan Cat,2004,301,10
18954,LMG003-1,LEGO Japan Ostrich,2004,301,10
18955,LMG003-2,LEGO Japan Ostrich Yellow Label Version,2006,301,10
18956,LMG004-1,LEGO Japan Spinning Top,2004,301,12
18957,LMG005-1,LEGO Japan Deer,2003,301,13
18958,LMG006-1,LEGO Japan Dog,2005,301,13
18959,LMG006-2,LEGO Japan Dog Blue Label Version,2006,301,13
18960,LMG007-1,LEGO Japan Snake,2005,301,9
18961,LMG008-1,LEGO Japan Whale,2005,301,10
18962,LMG009-1,LEGO Japan Snail,2004,301,8
18963,LMG010-1,LEGO Japan Santa,2005,301,13
18964,LNYPAGODA-1,LNY Pagoda and LNY Lantern,2021,686,0
18965,LOGOTOTE-1,Logo Tote Bag,2020,501,0
18966,LoneTree-1,"LEGO Store Grand Opening Exclusive Set, Vistas Court, Lone Tree, CO",2011,408,15
18967,LOUNGEPANTS-1,LEGOLAND Minifigure Lounge Pants,2021,501,0
18968,LUGGAGE-1,I Love LEGOLAND (Male) Luggage Tag,2020,501,0
18969,LUGGAGE-2,I Love LEGOLAND (Female) Luggage Tag,2020,501,0
18970,LUGGAGE-3,Ollie Luggage Tag,2020,501,0
18971,LUKE-1,Luke Skywalker,2019,158,87
18972,LUNARNEWYEAR-1,Lunar New Year Bundle,2020,686,0
18973,LUNCHBAG-1,Minifigure Emoji Lunch Bag (Blue),2021,501,0
18974,LUNCHBAG-2,2 x 2 Building Brick Lunch Bag (Pink),2021,501,0
18975,LUNCHBAG-3,2 x 2 Building Brick Lunch Bag (Blue),2021,501,0
18976,LUNCHBAG-4,Minifigure Emoji Lunch Bag (Pink),2021,501,0
18977,LUNCHBAG-5,City Foiled Again Lunch Bag,2020,501,0
18978,LUNCHBAG-6,City Building Lunch Bag,2021,501,0
18979,LUNCHBAG-7,City Construction Lunch Bag,2021,501,0
18980,LWP01-1,LEGO World Denmark Puzzle Promo,2009,598,7
18981,LWP02-1,LEGO World Zwolle Puzzle Promo 2009,2009,598,7
18982,LWP03-1,LEGO World Denmark Puzzle Promo 2010,2010,598,7
18983,LWP04-1,LEGO World Denmark Puzzle Promo 2011,2011,598,7
18984,LWP05-1,LEGO World Denmark Puzzle Promo 2012,2012,598,7
18985,LWP06-1,LEGO World Denmark Puzzle Promo 2013,2013,598,7
18986,Lynnwood-1,"LEGO Store Grand Opening Exclusive Set, Alderwood Mall, Lynnwood, WA",2012,408,15
18987,LYON-1,Grand Opening of the LEGO Store in Lyon,2015,408,9
18988,M20-2110-100,Modulex Box - 100x Tile 1 x 1,1963,716,100
18989,M20-2111-100,Modulex Box - 100x Brick 1 x 1,1963,716,100
18990,M20-2120-100,Modulex Box - 100x Tile 1 x 2,1963,716,100
18991,M20-2121-100,Modulex Box - 100x Brick 1 x 2,1963,716,100
18992,M20-2122-100,Modulex Box - 100x Brick 2 x 2,1963,716,100
18993,M20-2130-100,Modulex Box - 100x Tile 1 x 3,1963,716,100
18994,M20-2131-100,Modulex Box - 100x Brick 1 x 3,1963,716,100
18995,M20-2132-100,Modulex Box - 100x Brick 2 x 3,1963,716,100
18996,M20-2140-100,Modulex Box - 100x Tile 1 x 4,1963,716,100
18997,M20-2141-100,Modulex Box - 100x Brick 1 x 4,1963,716,100
18998,M20-2142-100,Modulex Box - 100x Brick 2 x 4,1963,716,100
18999,M20-2211-100,Modulex Box - 100x Slope 1 x 1,1963,716,100
19000,M20-2221-100,Modulex Box - 100x Slope 1 x 2,1963,716,100
19001,M20-2231-100,Modulex Box - 100x Slope 1 x 3,1963,716,100
19002,M20-2261-100,"Modulex Box - 100x Slope 1 x 4, Slope 1 x 2 - 1:6",1963,716,200
19003,M20-2314-100,Modulex Box - 100x Brick 1 x 1 x 4 with Vertical Grooves,1963,716,100
19004,M20-2315-100,Modulex Box - 100x Brick 1 x 1 x 5 with Vertical Grooves,1963,716,100
19005,M20-2341-100,Modulex Box - 100x Brick 1 x 4 with Horizontal Grooves,1963,716,100
19006,M20-2348-10,Modulex Box - 10x Door Panel 1 x 4 x 8,1963,716,10
19007,M20-2351-100,Modulex Box - 100x Brick 1 x 5 with Horizontal Grooves,1963,716,100
19008,M20-2361-100,Modulex Box - 100x Brick 1 x 6 with Horizontal Grooves,1963,716,100
19009,M20-2371-100,Modulex Box - 100x Brick 1 x 7 with Horizontal Grooves,1963,716,100
19010,M20-2542-10,Modulex Box - 10x Window 1 x 4 x 2,1963,716,10
19011,M20-2544-10,Modulex Box - 10x Window 1 x 4 x 4,1963,716,10
19012,M20-2548-10,Modulex Box - 10x Door Panel 1 x 4 x 8 with Border,1963,716,10
19013,M20-2552-10,Modulex Box - 10x Window 1 x 5 x 2,1963,716,10
19014,M20-2553-10,Modulex Box - 10x Window 1 x 5 x 3,1963,716,10
19015,M20-2555-10,Modulex Box - 10x Window 1 x 5 x 5,1963,301,10
19016,M20-2562-10,Modulex Box - 10x Window 1 x 6 x 2,1963,716,10
19017,M20-2563-10,Modulex Box - 10x Window 1 x 6 x 3,1963,716,10
19018,M20-2565-10,Modulex Box - 10x Window 1 x 6 x 5,1963,716,10
19019,M20-2566-10,Modulex Box - 10x Window 1 x 6 x 6,1963,716,10
19020,M20-2575-10,Modulex Box - 10x Window 1 x 7 x 5,1963,716,10
19021,M20-2576-10,Modulex Box - 10x Window 1 x 7 x 6,1963,716,10
